Title,Year,Genre,Director,Lead_Actor,Budget_INR,BoxOffice_INR,IMDb_Rating,TMDB_Rating,BoxOfficeMojo_Score,Duration_Minutes,Language,Production_House,Release_Month,Certification
3 Idiots,2014,Horror,Vetrimaaran,Salman Khan,141000000,181126953.1,8.7,8.6,70.67,126,Hindi,Production House 426,July,U
Singham,1998,Drama,Shoojit Sircar,Nawazuddin Siddiqui,117000000,350552885.3,4.9,7.7,4.58,122,Hindi,Production House 456,November,U/A
War,2013,Romance,Karan Johar,Ranbir Kapoor,14000000,57183287.5,3.7,2,56.73,137,Hindi,Production House 136,October,A
Dangal,2011,Horror,Shoojit Sircar,Aamir Khan,56000000,174107073.1,7.9,3.8,64.5,137,Hindi,Production House 468,September,U/A
Pathaan,1991,Horror,Karan Johar,Hrithik Roshan,49000000,133378333.9,2.3,5.4,83.99,91,Hindi,Production House 273,February,A
Tanu Weds Manu,2022,Romance,Zoya Akhtar,Ajay Devgn,184000000,151665181.1,2.8,3.4,32.38,115,Hindi,Production House 463,May,A
Gully Boy,1996,Sci-Fi,Shoojit Sircar,Sushant Singh Rajput,34000000,33228203.34,3.3,4.6,69.67,106,Hindi,Production House 491,January,U
Pushpa,1985,Comedy,Kabir Khan,Salman Khan,196000000,314301270,4.9,3.5,9.27,93,Hindi,Production House 176,August,A
Pathaan,1992,Sci-Fi,Kabir Khan,Vijay,134000000,376578204.8,1.2,6.7,22.26,98,Tamil,Production House 470,March,U/A
Lagaan,2018,Comedy,Vetrimaaran,Ranbir Kapoor,181000000,894653149.6,9.9,4.2,77.35,99,Tamil,Production House 375,July,A
RRR,2001,Drama,Sanjay Leela Bhansali,Ayushmann Khurrana,100000000,411019786.4,6.4,4.1,89.27,158,Hindi,Production House 144,January,U
Swades,1990,Sci-Fi,Vetrimaaran,Shah Rukh Khan,177000000,176155621.9,9.7,3.4,1.62,127,Hindi,Production House 225,December,U/A
Queen,1986,Horror,Kabir Khan,Ayushmann Khurrana,21000000,78281012.7,8.3,8.2,16.64,138,Hindi,Production House 344,June,A
Kahaani,2024,Romance,Anurag Kashyap,Allu Arjun,32000000,132707872.8,2.2,6.8,21.02,129,Telugu,Production House 148,November,U/A
Tanu Weds Manu,2024,Romance,Rajkumar Hirani,Vijay,130000000,307344017.8,2.9,7.5,51.94,138,Hindi,Production House 414,September,A
Singham,2000,Adventure,Sanjay Leela Bhansali,Kartik Aaryan,49000000,97297550.95,1.3,4.5,15.42,175,Hindi,Production House 161,May,U/A
Sooryavanshi,1980,Comedy,Rohit Shetty,Allu Arjun,21000000,65746127.33,8.5,8.6,97.61,108,Hindi,Production House 89,July,U
3 Idiots,2009,Sci-Fi,Neeraj Pandey,Vijay,191000000,541712480.5,6.3,4.7,38.79,126,Tamil,Production House 174,July,U
Jawan,1998,Thriller,Zoya Akhtar,Nawazuddin Siddiqui,146000000,247245339,2.9,2.6,14.28,138,Hindi,Production House 366,August,A
Swades,2008,Thriller,Lokesh Kanagaraj,Ajay Devgn,120000000,274584028.5,9.7,5.6,77.42,95,Tamil,Production House 248,November,U
Tanu Weds Manu,2014,Horror,Lokesh Kanagaraj,Ajay Devgn,142000000,418895572.9,7.6,5,56.18,153,Tamil,Production House 249,November,A
Bajrangi Bhaijaan,1999,Comedy,Meghna Gulzar,Vicky Kaushal,85000000,264321070.1,7.3,1.8,91.41,112,Hindi,Production House 164,May,U
War,2015,Horror,Karan Johar,Hrithik Roshan,22000000,63643202.64,3.4,7,93.56,167,Hindi,Production House 200,November,A
RRR,2018,Action,Sanjay Leela Bhansali,Irrfan Khan,39000000,167991868.2,3.8,8.3,85.59,120,Hindi,Production House 94,November,U/A
Baahubali,1980,Romance,Shoojit Sircar,Kartik Aaryan,180000000,115713482.2,7,4.2,56.43,142,Hindi,Production House 208,December,A
Sholay,2002,Sci-Fi,Vetrimaaran,Sushant Singh Rajput,62000000,123902446.8,6.3,7.8,22.26,122,Tamil,Production House 40,November,A
KGF,2010,Sci-Fi,Neeraj Pandey,Nawazuddin Siddiqui,119000000,461035900.2,6.8,6.3,42.86,106,Hindi,Production House 250,April,A
Gully Boy,2014,Horror,Anurag Kashyap,Rajkummar Rao,22000000,75526477.71,8.9,3.5,48.25,154,Hindi,Production House 207,January,U/A
Gully Boy,2024,Drama,Rohit Shetty,Ayushmann Khurrana,184000000,852324769,2.4,4.1,97.55,165,Hindi,Production House 27,August,U
Andhadhun,2001,Sci-Fi,Vetrimaaran,Allu Arjun,162000000,509667330,2,9.5,25.26,156,Telugu,Production House 242,June,U
Queen,1986,Thriller,Shoojit Sircar,Allu Arjun,41000000,138238842.2,6.1,2.9,43.47,134,Telugu,Production House 429,January,U/A
Sholay,2012,Horror,Vetrimaaran,Ajay Devgn,44000000,161579537.7,5.5,2.4,56.23,177,Tamil,Production House 74,May,U
Swades,2024,Action,Kabir Khan,Allu Arjun,10000000,13379026.96,4.6,1.7,39.11,167,Hindi,Production House 408,October,U/A
Baahubali,2015,Romance,S. S. Rajamouli,Sushant Singh Rajput,83000000,322836638.4,9.1,8.9,12.06,126,Telugu,Production House 31,February,U
PK,2023,Adventure,Rajkumar Hirani,Amitabh Bachchan,167000000,308867063.4,6,7,89.04,116,Hindi,Production House 102,June,A
ZNMD,1986,Sci-Fi,Anurag Kashyap,Pankaj Tripathi,158000000,380820339,6.1,2,80.12,109,Hindi,Production House 275,January,A
Sooryavanshi,2006,Adventure,Neeraj Pandey,Ranbir Kapoor,109000000,61370189.02,4.3,7.9,25.65,168,Hindi,Production House 312,April,A
Lagaan,1981,Action,Kabir Khan,Kartik Aaryan,95000000,408124435.5,4.1,6.7,44.75,131,Hindi,Production House 255,March,U/A
Lagaan,1996,Adventure,Imtiaz Ali,Rajkummar Rao,162000000,776096319.8,9.9,9.9,73.53,114,Hindi,Production House 321,June,U/A
Kahaani,1980,Horror,Imtiaz Ali,Vicky Kaushal,79000000,60897883.15,6.6,5.6,97.36,159,Hindi,Production House 386,July,U
Padmaavat,2009,Romance,Neeraj Pandey,Allu Arjun,120000000,403008097.1,8.4,5.6,16.75,140,Hindi,Production House 39,May,U/A
Lagaan,2001,Romance,Imtiaz Ali,Pankaj Tripathi,156000000,752466630.7,5,3.2,63.8,167,Hindi,Production House 396,August,U
Article 15,2007,Comedy,Zoya Akhtar,Allu Arjun,126000000,407112746.9,2.7,2.7,81.76,128,Hindi,Production House 414,March,A
Kahaani,2012,Comedy,Sanjay Leela Bhansali,Hrithik Roshan,59000000,241355987.1,3.9,7.6,2.59,119,Hindi,Production House 424,March,U
Chak De India,2005,Adventure,Karan Johar,Amitabh Bachchan,13000000,13410533.91,4.1,4.4,81.1,136,Hindi,Production House 141,February,U
Kahaani,2014,Drama,Sanjay Leela Bhansali,Ranbir Kapoor,110000000,176200637.6,6.1,7.5,78.99,136,Hindi,Production House 473,September,A
Baahubali,1990,Drama,Rohit Shetty,Kartik Aaryan,66000000,135683252.2,2.4,8,92.35,139,Hindi,Production House 225,April,A
KGF,1986,Sci-Fi,Sanjay Leela Bhansali,Salman Khan,115000000,565253741.2,4.5,9.1,8.44,117,Hindi,Production House 345,February,U/A
Barfi,2007,Adventure,Sanjay Leela Bhansali,Allu Arjun,150000000,602700130,1.9,4.8,12.43,120,Hindi,Production House 274,July,U
Sooryavanshi,2004,Action,Rajkumar Hirani,Irrfan Khan,55000000,246701560.2,5.5,1.9,51.87,162,Hindi,Production House 72,November,U/A
Baahubali,2020,Comedy,Karan Johar,Sushant Singh Rajput,107000000,288027296.1,9.5,1.2,87.16,137,Hindi,Production House 352,August,U
PK,2010,Romance,Kabir Khan,Pankaj Tripathi,23000000,85689354.37,4.1,3.6,87.45,155,Hindi,Production House 268,March,U
Bajrangi Bhaijaan,1982,Comedy,S. S. Rajamouli,Shah Rukh Khan,73000000,276819083.7,1.4,9.4,70.01,142,Telugu,Production House 375,September,A
DDLJ,2012,Adventure,Sanjay Leela Bhansali,Pankaj Tripathi,121000000,370278606.6,6.5,7.7,44.87,149,Hindi,Production House 438,April,A
Drishyam,2013,Romance,Karan Johar,Akshay Kumar,86000000,382774061.3,6.7,6,23.11,136,Hindi,Production House 438,July,U
Article 15,2000,Comedy,Meghna Gulzar,Pankaj Tripathi,127000000,153940575.6,5.3,3.2,47.47,134,Hindi,Production House 211,September,U/A
Padmaavat,2016,Romance,Imtiaz Ali,Irrfan Khan,37000000,28077028.36,4.6,7.4,21.71,90,Hindi,Production House 469,July,U/A
Lagaan,1998,Adventure,Shoojit Sircar,Vijay,112000000,209244473.8,9,7.7,77.3,155,Tamil,Production House 300,May,U
RRR,2016,Action,Rajkumar Hirani,Prabhas,170000000,152527935.1,9.4,3.1,42.15,112,Hindi,Production House 322,October,A
Chak De India,2000,Comedy,Imtiaz Ali,Hrithik Roshan,17000000,13114186.44,7.1,7.4,53.94,109,Hindi,Production House 309,January,U
ZNMD,1993,Thriller,Karan Johar,Ajay Devgn,181000000,431848639.6,5.5,2.1,68.09,122,Hindi,Production House 495,November,A
PK,1989,Thriller,Mani Ratnam,Allu Arjun,77000000,107975219.7,1.6,1.9,52.64,178,Tamil,Production House 448,February,A
Baahubali,1986,Romance,Lokesh Kanagaraj,Irrfan Khan,94000000,381232391.3,3.7,1.5,75.53,137,Tamil,Production House 60,July,U
Dangal,2008,Action,Imtiaz Ali,Shah Rukh Khan,185000000,575170501.3,3.6,8.3,78.61,105,Hindi,Production House 203,May,U
Gully Boy,2019,Romance,Sanjay Leela Bhansali,Hrithik Roshan,133000000,282314821,1.5,3.4,24.27,128,Hindi,Production House 435,September,U/A
Chak De India,1987,Action,Shoojit Sircar,Ayushmann Khurrana,16000000,28631178.21,8.6,6.4,29.81,96,Hindi,Production House 89,March,A
Drishyam,2018,Adventure,Sanjay Leela Bhansali,Allu Arjun,156000000,473322986.1,8.8,2.3,5.93,151,Hindi,Production House 129,September,A
3 Idiots,1992,Drama,Rohit Shetty,Rajkummar Rao,133000000,326250256.1,9.2,5,8.92,133,Hindi,Production House 227,October,U
Sooryavanshi,1998,Comedy,Sanjay Leela Bhansali,Shah Rukh Khan,72000000,54058198.4,7.7,1.2,82.95,170,Hindi,Production House 481,June,U/A
Queen,1990,Action,Shoojit Sircar,Pankaj Tripathi,139000000,485576727.3,7.4,8.7,21.4,138,Hindi,Production House 105,October,U/A
Tanu Weds Manu,1981,Adventure,S. S. Rajamouli,Prabhas,120000000,329869097.4,5.3,5.9,83.47,93,Telugu,Production House 91,October,U
RRR,1985,Romance,Anurag Kashyap,Ranveer Singh,96000000,167620625,8.7,9,98.59,102,Hindi,Production House 149,March,A
Baahubali,2008,Sci-Fi,Meghna Gulzar,Salman Khan,43000000,77695322.53,5.6,5.2,24.28,115,Hindi,Production House 206,January,A
Singham,2020,Sci-Fi,Vetrimaaran,Ranbir Kapoor,36000000,91351104.11,1.3,3.8,46.04,102,Tamil,Production House 311,October,U/A
Baahubali,1984,Drama,Karan Johar,Aamir Khan,181000000,764574060.3,6.3,4.6,53.71,132,Hindi,Production House 496,September,U/A
Baahubali,2020,Sci-Fi,Meghna Gulzar,Vijay,163000000,391807600.7,4.5,3.2,94.28,101,Hindi,Production House 387,November,A
PK,2009,Romance,Rohit Shetty,Amitabh Bachchan,112000000,479148739.1,5.7,9,17.86,167,Hindi,Production House 63,March,U/A
Pushpa,2018,Thriller,Mani Ratnam,Vicky Kaushal,83000000,200186410.3,5,3.7,83.6,174,Tamil,Production House 105,February,U
Baahubali,2015,Thriller,Meghna Gulzar,Vicky Kaushal,7000000,29642264.72,5.5,3.6,95.78,122,Hindi,Production House 63,January,A
DDLJ,2006,Comedy,Imtiaz Ali,Akshay Kumar,114000000,534874871.6,2,6.7,55.44,156,Hindi,Production House 29,April,U/A
Lagaan,1997,Horror,Neeraj Pandey,Kartik Aaryan,179000000,106072259.2,1.1,2.1,15.24,96,Hindi,Production House 273,July,U/A
Padmaavat,2015,Comedy,Rajkumar Hirani,Pankaj Tripathi,115000000,89714588.33,4.1,3,33.38,168,Hindi,Production House 186,March,A
Padmaavat,1995,Sci-Fi,Shoojit Sircar,Kartik Aaryan,19000000,20958649.79,3.3,4.9,95.91,96,Hindi,Production House 113,October,U/A
Kantara,1984,Drama,Rajkumar Hirani,Hrithik Roshan,55000000,57724818.64,3.3,2.6,16.82,132,Hindi,Production House 388,June,U/A
DDLJ,1988,Sci-Fi,Shoojit Sircar,Kartik Aaryan,111000000,282511702.7,9.4,3.3,48.76,137,Hindi,Production House 236,March,U
Article 15,2013,Thriller,Vetrimaaran,Salman Khan,25000000,98453833.05,8.4,7.3,18.99,179,Hindi,Production House 62,September,U/A
Lagaan,2013,Adventure,Karan Johar,Kartik Aaryan,45000000,217169004.1,1.1,3.5,90.41,115,Hindi,Production House 366,December,U/A
Swades,2015,Action,Meghna Gulzar,Ayushmann Khurrana,124000000,295121694.2,1.1,6.7,59.04,165,Hindi,Production House 470,July,U
War,2010,Thriller,Karan Johar,Nawazuddin Siddiqui,7000000,25187155.8,8,5.4,92.33,148,Hindi,Production House 462,June,A
Tanu Weds Manu,1999,Horror,Sanjay Leela Bhansali,Salman Khan,133000000,446850886.7,9.9,7.9,94.62,145,Hindi,Production House 462,April,U
DDLJ,1996,Comedy,Mani Ratnam,Pankaj Tripathi,153000000,347206863.6,5.2,7.8,48.9,129,Tamil,Production House 368,April,U
Drishyam,1999,Romance,S. S. Rajamouli,Allu Arjun,84000000,314584690.1,4.9,2.8,93.71,155,Telugu,Production House 441,April,U/A
Pathaan,2007,Sci-Fi,Sanjay Leela Bhansali,Akshay Kumar,103000000,325869327.1,3.5,9.5,0.07,104,Hindi,Production House 73,May,A
Baahubali,2000,Drama,Rajkumar Hirani,Amitabh Bachchan,153000000,599718360.3,7,8.2,19.21,133,Hindi,Production House 322,January,U
Swades,1998,Horror,Zoya Akhtar,Kartik Aaryan,109000000,149484689.1,5.2,5.8,73.4,148,Hindi,Production House 229,December,U/A
ZNMD,1982,Thriller,Zoya Akhtar,Pankaj Tripathi,99000000,210000902.1,2.5,6,52.65,123,Hindi,Production House 261,July,U/A
ZNMD,2009,Action,Neeraj Pandey,Rajkummar Rao,181000000,637210248.8,5.3,8.5,99.1,101,Hindi,Production House 402,September,U/A
Singham,1984,Horror,Zoya Akhtar,Ranveer Singh,69000000,73251475.11,4.4,5.4,78.43,95,Hindi,Production House 427,June,A
KGF,2021,Adventure,Vetrimaaran,Vijay,45000000,178505507.5,9,5.3,66.41,99,Tamil,Production House 224,February,U/A
Padmaavat,1985,Adventure,Mani Ratnam,Aamir Khan,71000000,78134007.24,7.9,6.7,91.22,169,Hindi,Production House 425,July,U/A
Kahaani,1982,Action,Rohit Shetty,Rajkummar Rao,128000000,250885591,7.3,1.8,33.72,114,Hindi,Production House 393,March,U/A
Jawan,2021,Action,Imtiaz Ali,Ranveer Singh,46000000,72168435.38,3.9,6.2,16.76,129,Hindi,Production House 108,June,A
Kahaani,2003,Drama,Imtiaz Ali,Salman Khan,73000000,56533756.99,2.3,3,54.71,137,Hindi,Production House 452,September,U
Barfi,2023,Adventure,Sanjay Leela Bhansali,Vijay,189000000,324693639.8,8.8,2.1,23.85,176,Hindi,Production House 451,October,U/A
Queen,1980,Action,Zoya Akhtar,Ranveer Singh,175000000,805315077.3,4.1,8.3,23.24,145,Hindi,Production House 229,December,A
DDLJ,2015,Action,Neeraj Pandey,Hrithik Roshan,105000000,65223785.68,6.3,4.4,30.63,149,Hindi,Production House 21,August,U
Andhadhun,1994,Adventure,Shoojit Sircar,Shah Rukh Khan,144000000,82905147.1,6.3,5.5,67.51,96,Hindi,Production House 39,June,A
Pathaan,2020,Thriller,Sanjay Leela Bhansali,Shah Rukh Khan,68000000,249505655.5,9.4,3.6,2.36,136,Hindi,Production House 120,October,U
Lagaan,2017,Drama,Karan Johar,Ranbir Kapoor,112000000,240902437.1,2.5,1.3,85,103,Hindi,Production House 430,May,U
Pushpa,2023,Adventure,Zoya Akhtar,Ranveer Singh,55000000,84360917.02,7.9,5,61.2,91,Hindi,Production House 222,April,A
Baahubali,1997,Adventure,Sanjay Leela Bhansali,Ajay Devgn,77000000,214824200.4,5.2,7.8,30.45,152,Hindi,Production House 229,August,A
Swades,2002,Romance,Zoya Akhtar,Aamir Khan,64000000,108802554.6,2.6,7.8,11.31,126,Hindi,Production House 344,June,A
Pushpa,2008,Adventure,Rohit Shetty,Sushant Singh Rajput,84000000,190182774.7,8.5,9.3,79,158,Hindi,Production House 193,November,U/A
Kantara,2020,Romance,Kabir Khan,Sushant Singh Rajput,160000000,595042199.9,8.4,8.6,43.64,111,Hindi,Production House 144,August,U
Kantara,2001,Action,Neeraj Pandey,Ajay Devgn,128000000,131338469.1,1.4,9.8,43.53,159,Hindi,Production House 156,December,A
Padmaavat,2003,Horror,Rajkumar Hirani,Irrfan Khan,18000000,86732152.84,7.4,6.1,47.02,134,Hindi,Production House 94,September,A
KGF,2024,Adventure,Anurag Kashyap,Hrithik Roshan,164000000,113386169,2.4,1.5,41.39,96,Hindi,Production House 249,April,U/A
PK,1992,Comedy,Neeraj Pandey,Irrfan Khan,12000000,49553017.19,6.5,8.8,51.33,94,Hindi,Production House 211,October,U
Chak De India,2012,Drama,Lokesh Kanagaraj,Vicky Kaushal,31000000,116580471.6,6.8,9.6,63.07,115,Hindi,Production House 87,February,U
Gully Boy,2001,Sci-Fi,Zoya Akhtar,Pankaj Tripathi,54000000,95547767.24,7,5.2,43.1,136,Hindi,Production House 162,July,A
Andhadhun,2014,Comedy,Karan Johar,Irrfan Khan,191000000,197198490.9,2.1,2,97.28,176,Hindi,Production House 498,August,U
ZNMD,1996,Drama,S. S. Rajamouli,Ayushmann Khurrana,61000000,264476920.5,6.4,1.2,39.76,155,Telugu,Production House 101,April,U/A
Article 15,2001,Drama,Karan Johar,Amitabh Bachchan,7000000,24907766.23,1.9,6.5,21.44,110,Hindi,Production House 407,February,A
Andhadhun,1984,Thriller,Rajkumar Hirani,Kartik Aaryan,159000000,287625515.4,7.7,7,98.01,155,Hindi,Production House 252,September,U/A
Andhadhun,2004,Adventure,Vetrimaaran,Ajay Devgn,38000000,21894888.36,1.6,1.1,29.61,91,Tamil,Production House 235,March,A
RRR,1985,Action,Meghna Gulzar,Vijay,30000000,141696196.2,7.8,9.5,62.08,107,Tamil,Production House 144,March,U
Lagaan,1996,Thriller,Karan Johar,Allu Arjun,172000000,398891950.8,9,5.9,82.86,153,Hindi,Production House 297,September,A
PK,2010,Adventure,Sanjay Leela Bhansali,Irrfan Khan,119000000,153890896.6,3.7,6.5,0.4,135,Hindi,Production House 96,August,A
Bajrangi Bhaijaan,1996,Horror,Lokesh Kanagaraj,Allu Arjun,90000000,414292747.9,8,6.1,28.28,158,Telugu,Production House 208,April,U/A
Swades,2012,Sci-Fi,S. S. Rajamouli,Ranbir Kapoor,164000000,346957235.5,4.8,3.9,53.18,98,Hindi,Production House 35,October,U/A
PK,2018,Comedy,Karan Johar,Rajkummar Rao,173000000,447141402.5,8.2,9.1,45.59,103,Hindi,Production House 347,April,U
Kahaani,2016,Comedy,Anurag Kashyap,Salman Khan,134000000,488267054,7.2,1,7.28,157,Hindi,Production House 195,December,U/A
Drishyam,1983,Romance,Vetrimaaran,Ayushmann Khurrana,115000000,481549243,3.6,7.7,44.71,154,Tamil,Production House 319,January,A
RRR,2022,Horror,Rajkumar Hirani,Vijay,110000000,104587985.6,2.7,4.2,10.59,129,Tamil,Production House 148,January,U/A
Pathaan,1993,Sci-Fi,Sanjay Leela Bhansali,Vicky Kaushal,139000000,631620527,9.2,2.7,24.99,111,Hindi,Production House 475,December,U/A
PK,1992,Horror,Zoya Akhtar,Prabhas,23000000,108017860.8,8.6,4.9,74.88,104,Hindi,Production House 376,November,A
ZNMD,2006,Adventure,Neeraj Pandey,Salman Khan,37000000,61668409.49,6.9,2.8,17.86,114,Hindi,Production House 322,September,U
Gully Boy,2003,Thriller,Rajkumar Hirani,Akshay Kumar,6000000,16429474.38,4.1,8.8,66.53,153,Hindi,Production House 77,January,U
Queen,2006,Adventure,Anurag Kashyap,Akshay Kumar,199000000,867727361.8,5.6,8.2,97.29,140,Hindi,Production House 134,February,U/A
3 Idiots,1987,Thriller,Imtiaz Ali,Pankaj Tripathi,19000000,51168282.37,6,8.7,24.7,121,Hindi,Production House 78,July,A
Bajrangi Bhaijaan,2018,Horror,Lokesh Kanagaraj,Kartik Aaryan,25000000,66722139.28,1.8,8.5,25.95,131,Hindi,Production House 344,February,U
Tanu Weds Manu,2000,Thriller,Anurag Kashyap,Hrithik Roshan,82000000,269235057.1,9.8,8.4,95.31,176,Hindi,Production House 347,November,U/A
Dangal,2020,Romance,Shoojit Sircar,Amitabh Bachchan,63000000,249069045.1,1.8,6.2,66.51,106,Hindi,Production House 393,April,U
Chak De India,1990,Adventure,Vetrimaaran,Prabhas,108000000,377490049.5,7.5,9.1,77.01,123,Telugu,Production House 50,October,U
Queen,2010,Sci-Fi,Shoojit Sircar,Nawazuddin Siddiqui,86000000,285481290.4,5.4,1.5,79.15,158,Hindi,Production House 87,February,U/A
Chak De India,2006,Sci-Fi,Imtiaz Ali,Sushant Singh Rajput,122000000,265047562.6,7.8,3.6,72.99,136,Hindi,Production House 355,December,A
Chak De India,2021,Thriller,Rohit Shetty,Akshay Kumar,117000000,390233806,3.3,2.9,97.68,131,Hindi,Production House 492,March,A
Singham,2006,Thriller,Karan Johar,Ranbir Kapoor,43000000,41483300.94,4.6,2.1,27.47,139,Hindi,Production House 64,June,U
ZNMD,1987,Sci-Fi,Mani Ratnam,Ranbir Kapoor,24000000,56232276.62,5.7,1.1,51.84,142,Tamil,Production House 435,July,U/A
Sooryavanshi,2012,Horror,Neeraj Pandey,Sushant Singh Rajput,5000000,6737903.863,2.1,4.6,66.41,103,Hindi,Production House 37,December,A
PK,1991,Sci-Fi,Meghna Gulzar,Allu Arjun,77000000,224767257.2,8.7,7.5,70.73,178,Telugu,Production House 462,February,U
Chak De India,2014,Horror,Meghna Gulzar,Akshay Kumar,13000000,21829643.48,9.9,6.8,19.22,156,Hindi,Production House 90,September,A
RRR,2013,Thriller,Kabir Khan,Nawazuddin Siddiqui,55000000,152718868.4,4.8,6.9,87.55,109,Hindi,Production House 456,February,U/A
ZNMD,1995,Thriller,Neeraj Pandey,Aamir Khan,170000000,679653649.3,4.4,9,81.47,150,Hindi,Production House 245,April,U
Lagaan,2015,Adventure,Vetrimaaran,Vijay,19000000,46606375.38,6.3,9.6,26.42,112,Tamil,Production House 173,May,U
Bajrangi Bhaijaan,1981,Adventure,Vetrimaaran,Sushant Singh Rajput,88000000,130616550.5,7.2,7.1,54.4,112,Tamil,Production House 287,August,U
Chak De India,1991,Horror,Kabir Khan,Vijay,45000000,67653789.08,8.8,1.8,29.47,110,Hindi,Production House 72,December,A
Gully Boy,2006,Comedy,Anurag Kashyap,Amitabh Bachchan,179000000,819487958,4.4,7.1,36.59,133,Hindi,Production House 420,April,A
Gully Boy,1996,Action,Imtiaz Ali,Allu Arjun,158000000,634223287.6,7.9,6,53.36,94,Telugu,Production House 222,January,A
Singham,1999,Comedy,Kabir Khan,Ranveer Singh,58000000,38545466.25,3.2,1.6,53.95,141,Hindi,Production House 187,December,A
Tanu Weds Manu,2000,Thriller,Imtiaz Ali,Prabhas,123000000,583297074.4,7.1,3.3,53.21,162,Telugu,Production House 272,July,U/A
KGF,2009,Drama,Zoya Akhtar,Akshay Kumar,171000000,172118911.6,5.2,3.1,54.43,128,Hindi,Production House 375,September,U
Baahubali,2021,Drama,Vetrimaaran,Aamir Khan,21000000,72203055.4,7,8,63.61,111,Hindi,Production House 181,November,U
Baahubali,1999,Romance,Rajkumar Hirani,Ayushmann Khurrana,132000000,393592830.5,4.4,4.1,1.57,172,Hindi,Production House 378,December,U/A
ZNMD,1987,Comedy,Sanjay Leela Bhansali,Akshay Kumar,96000000,68162670.26,3.6,5.5,13.98,158,Hindi,Production House 479,November,U/A
ZNMD,1997,Horror,Shoojit Sircar,Ranbir Kapoor,13000000,23767636.6,5.4,8.1,47.03,157,Hindi,Production House 159,May,U
Andhadhun,1997,Adventure,Meghna Gulzar,Allu Arjun,50000000,199567060.8,9.1,9.4,70.84,110,Telugu,Production House 163,November,A
PK,1997,Romance,Karan Johar,Allu Arjun,138000000,259572380.9,7.1,5.8,50.93,171,Telugu,Production House 421,February,A
Swades,1981,Romance,Sanjay Leela Bhansali,Irrfan Khan,20000000,53229915.44,6.5,6,62.89,94,Hindi,Production House 462,December,U
Sholay,1991,Drama,Anurag Kashyap,Vicky Kaushal,116000000,422330183.2,7.5,1.9,97.07,150,Hindi,Production House 249,December,U
Sholay,2011,Comedy,Vetrimaaran,Salman Khan,91000000,74809079.57,7.6,5.4,73.01,166,Tamil,Production House 239,November,U/A
Drishyam,2021,Action,Kabir Khan,Rajkummar Rao,161000000,683722839.4,3.7,7.2,93.99,179,Hindi,Production House 62,September,U/A
Lagaan,1987,Sci-Fi,Zoya Akhtar,Salman Khan,173000000,118870948.5,3.1,2.7,1.9,169,Hindi,Production House 167,March,U
KGF,1989,Horror,Sanjay Leela Bhansali,Akshay Kumar,66000000,110929072.2,5.6,2,44.72,100,Hindi,Production House 440,February,U/A
War,1990,Comedy,Zoya Akhtar,Nawazuddin Siddiqui,108000000,424850691.1,2.3,8.8,35.45,156,Hindi,Production House 217,April,A
Kantara,1993,Adventure,Meghna Gulzar,Nawazuddin Siddiqui,124000000,570826334.6,5.3,2,70.55,157,Hindi,Production House 449,April,U
Padmaavat,2005,Romance,Meghna Gulzar,Salman Khan,172000000,674506035.6,7.2,9.2,92.94,98,Hindi,Production House 447,November,A
KGF,2009,Thriller,Vetrimaaran,Hrithik Roshan,194000000,295170440.2,1.1,3.5,4.03,140,Hindi,Production House 247,October,U/A
PK,2021,Romance,Karan Johar,Irrfan Khan,156000000,769978122.2,2,4,5.73,149,Hindi,Production House 157,May,U/A
Queen,1983,Comedy,Imtiaz Ali,Akshay Kumar,138000000,325680555.3,9.7,5.7,67.28,134,Hindi,Production House 348,January,U/A
RRR,2018,Drama,Anurag Kashyap,Hrithik Roshan,44000000,96537339.78,9.4,2.7,34.61,149,Hindi,Production House 256,October,U
Pathaan,1990,Sci-Fi,Rohit Shetty,Vicky Kaushal,62000000,272400704.4,4.8,7.2,20.3,147,Hindi,Production House 93,November,A
RRR,2003,Comedy,Neeraj Pandey,Akshay Kumar,146000000,116499297.5,6.3,5.7,95.47,165,Hindi,Production House 458,January,U
Bajrangi Bhaijaan,2001,Action,Karan Johar,Sushant Singh Rajput,82000000,246194047.2,2.4,9.5,1.4,143,Hindi,Production House 8,December,A
Lagaan,1982,Horror,Meghna Gulzar,Prabhas,177000000,857620991.2,4,9.2,27.4,138,Hindi,Production House 360,October,U/A
Pushpa,2016,Horror,Rajkumar Hirani,Kartik Aaryan,115000000,109317448.8,8.1,7.9,33.17,102,Hindi,Production House 350,July,A
PK,1981,Thriller,Kabir Khan,Vijay,103000000,302183535.2,8.7,2.7,78.28,110,Tamil,Production House 414,November,U
DDLJ,1991,Thriller,Imtiaz Ali,Nawazuddin Siddiqui,10000000,10960547.77,4.6,2.9,56.17,110,Hindi,Production House 425,May,U
Pathaan,2000,Romance,Kabir Khan,Allu Arjun,27000000,121632322.6,3.8,3.4,32.84,116,Telugu,Production House 198,October,A
Pushpa,1984,Comedy,Kabir Khan,Ajay Devgn,66000000,207561270.8,7.1,8.5,16.98,158,Hindi,Production House 143,June,U/A
Drishyam,1986,Horror,Vetrimaaran,Ranbir Kapoor,21000000,32670019.77,7.5,6.8,21.79,170,Tamil,Production House 439,July,A
Sooryavanshi,1983,Drama,S. S. Rajamouli,Amitabh Bachchan,88000000,165589033.2,9.9,2.6,3.87,144,Hindi,Production House 216,January,U/A
